name,slug,powerstats.intelligence,powerstats.strength,powerstats.speed,powerstats.durability,powerstats.power,powerstats.combat,appearance.height,appearance.weight,appearance.eyeColor,appearance.hairColor,appearance.gender,appearance.race,work.occupation,biography.fullName,biography.alterEgos,biography.firstAppearance,biography.aliases
Spectre,613-spectre,88,100,100,100,100,70,"[""-"",""0 cm""]","[""- lb"",""0 kg""]",White,No Hair,Male,God / Eternal,-,Aztar,Aztar,"More Fun Comics #52 (February, 1940)","[""Spirit of Vengeance"",""Wrath of God"",""Spirit of Redemption"",""Raguel"",""James Corrigan"",""Hal Jordan"",""Cripus Allen""]"
Speedy,615-speedy,50,6,33,20,26,70,"[""-"",""0 cm""]","[""- lb"",""0 kg""]",Green,Brown,Female,Human,Nightclub Owner,Thea Queen,No alter egos found.,"Arrow (TV Series) - ""Pilot""","[""Thea Merlyn"",""Mia"",""Red Arrow""]"
Spider-Girl,618-spider-girl,63,38,60,65,53,75,"[""5'7"",""170 cm""]","[""119 lb"",""54 kg""]",Blue,Brown,Female,Human,-,May 'Mayday' Parker,No alter egos found.,"What If? Vol 2 #105 (February, 1998)","[""-""]"
Spider-Gwen,619-spider-gwen,75,55,63,70,66,70,"[""5'5"",""165 cm""]","[""125 lb"",""56 kg""]",Blue,Blond,Female,Human,-,Gwen Stacy,No alter egos found.,Edge of Spider-Verse #2,"[""Spider-Woman""]"
Spider-Man,620-spider-man,90,55,67,75,74,85,"[""5'10"",""178 cm""]","[""165 lb"",""74 kg""]",Hazel,Brown,Male,Human,"Freelance photographer, teacher",Peter Parker,No alter egos found.,Amazing Fantasy #15,"[""Spiderman"",""Bag-Man"",""Black Marvel"",""Captain Universe"",""Dusk"",""Green Hood"",""Hornet"",""Mad Dog 336"",""Peter Palmer"",""Prodigy"",""Ricochet"",""Scarlet Spider"",""Spider-Boy"",""Spider-Hulk"",""Spider-Morphosis""]"
Spider-Woman,623-spider-woman,56,42,42,60,68,70,"[""5'10"",""178 cm""]","[""130 lb"",""59 kg""]",Green,Black,Female,Human,"Form agent of HYDRA, former bounty hunter, private investigator, adventurer",Jessica Drew,No alter egos found.,"Marvel Spotlight #32 (February, 1977)","[""Arachne"",""Ariadne Hyde"",""Dark Angel"",""Dark Angel of San Francisco""]"
Spider-Woman III,625-spider-woman-iii,50,48,27,42,60,28,"[""5'8"",""173 cm""]","[""123 lb"",""55 kg""]",Brown,Brown,Female,,-,Martha Franklin,No alter egos found.,(cameo) Spectacular Spider-Man #263 (1998); (full) Amazing Spider-Man #441 (1998),"[""-""]"
Spock,627-spock,81,18,17,40,56,40,"[""6'1"",""185 cm""]","[""180 lb"",""81 kg""]",Brown,Black,Male,Human-Vulcan,-,S'chn T'gai Spock,No alter egos found.,Star Trek S01E01: The Man Trap,"[""-""]"
Spyke,628-spyke,50,12,17,60,48,30,"[""6'0"",""183 cm""]","[""185 lb"",""83 kg""]",Brown,Blond,Male,Mutant,-,Evan Daniels,No alter egos found.,"""Speed & Spyke"" (December 9, 2000)","[""Porcupine"",""Armadillo""]"
Star-Lord,630-star-lord,69,20,33,50,25,70,"[""6'2"",""188 cm""]","[""175 lb"",""79 kg""]",Blue,Blond,Male,Human-Spartoi,Adventurer; Royal Prince of Spartax,Peter Jason Quill,No alter egos found.,"Marvel Preview #4 (January, 1976)","[""Starlord""]"
Stardust,631-stardust,88,85,100,110,100,85,"[""-"",""0 cm""]","[""- lb"",""0 kg""]",-,-,Male,,Herald of Galactus,,No alter egos found.,-,"[""Entity Lambda-Zero""]"
Starfire,632-starfire,50,80,33,85,59,70,"[""6'4"",""193 cm""]","[""158 lb"",""71 kg""]",Green,Auburn,Female,Tamaranean,Model,Koriand'r,No alter egos found.,"DC Comics Presents #26 (October, 1980)","[""Princess Koriand'r"",""Kory Anders"",""Nova""]"
Stargirl,633-stargirl,63,80,25,90,87,55,"[""5'5"",""165 cm""]","[""137 lb"",""62 kg""]",Blue,Blond,Female,Human,-,Courtney Whitmore,No alter egos found.,"Stars and S.T.R.I.P.E. #0 (July, 1999)","[""Star-Spangled Kid"",""Star"",""Stars""]"
Static,634-static,69,8,42,50,90,40,"[""5'7"",""170 cm""]","[""140 lb"",""63 kg""]",Brown,Black,Male,Mutant,Student,Virgil Hawkins,No alter egos found.,"Static #1 (June, 1993)","[""Sparky"",""Virg"",""V"",""V-Man""]"
Steel,635-steel,81,82,53,90,64,64,"[""6'7"",""201 cm""]","[""290 lb"",""131 kg""]",Brown,No Hair,Male,,"Weapons designer, former steelworker",John Henry Irons,No alter egos found.,Adventures of Superman #500 (1993),"[""Man of Steel"",""Henry Johnson""]"
Stephanie Powell,636-stephanie-powell,69,10,54,10,24,10,"[""-"",""0 cm""]","[""- lb"",""0 kg""]",-,Blond,Female,,Executive Vice President of Research at Global Tech,Stephanie Powell,No alter egos found.,No Ordinary Family S01E01 (2010),"[""-""]"
Steppenwolf,637-steppenwolf,94,100,83,100,100,100,"[""6'0"",""183 cm""]","[""203 lb"",""91 kg""]",Red,Black,Male,New God,-,,No alter egos found.,The New Gods #7,"[""Steppenwulf""]"
Storm,638-storm,75,10,47,30,88,75,"[""5'11"",""180 cm""]","[""127 lb"",""57 kg""]",Blue,White,Female,Mutant,Adventurer,Ororo Munroe,No alter egos found.,"Giant-Size X-Men #1 (May, 1975)","[""Ororo Iqadi T'Challa"",""Queen Ororo"",""Ororo Komo Wakandas,White Queen"",""Weather Witch"",""Windrider"",""Goddess"",""Mistress of the Elements"",""Princess of N'Dare"",""High Priestess Windrider"",""Goddess"",""Mistress of the Elements"",""Princess of N'Dare"",""High Priestess""]"
Stormtrooper,639-stormtrooper,10,8,8,15,5,20,"[""6'0"",""183 cm""]","[""- lb"",""0 kg""]",-,-,Male,Human,-,,No alter egos found.,Star Wars: Episode IV - A New Hope (1977),"[""-""]"
Sunspot,640-sunspot,63,63,35,25,90,70,"[""5'8"",""173 cm""]","[""170 lb"",""77 kg""]",brown,black,Male,Mutant,"Adventurer, businessman",Roberto DaCosta,No alter egos found.,"Marvel Graphic Novel #4 (October, 1982)","[""Robert DaCosta"",""Bobby; Black Rook"",""Black King"",""Reignfire""]"
Superboy,641-superboy,75,95,83,90,95,60,"[""5'7"",""170 cm""]","[""150 lb"",""68 kg""]",Blue,Black,Male,,-,Kon-El / Conner Kent,No alter egos found.,"Adventures of Superman #500 (June, 1993)","[""Experiment 13; Superman; Project: Superman; Carl Krummett; Project: Lionel Luthor; The Metropolis Kid"",""Superman""]"
Superboy-Prime,642-superboy-prime,94,100,100,100,100,85,"[""5'11"",""180 cm""]","[""170 lb"",""77 kg""]",Blue,Black / Blue,Male,Kryptonian,-,Kal-El,No alter egos found.,"DC Comics Presents #87 (November, 1985)","[""Superman-Prime; Prime; Superboy; Clark Kent; Clarkie; Time Trapper""]"
Supergirl,643-supergirl,94,100,100,100,100,75,"[""5'5"",""165 cm""]","[""120 lb"",""54 kg""]",Blue,Blond,Female,Kryptonian,"Intern, Adventurer, Student, Crime-Fighter",Kara Zor-El,No alter egos found.,"Superman/Batman #8 (May, 2004)","[""Linda Lang"",""Kara-El"",""Kara Kent"",""Flamebird"",""Trinity Child"",""Teen of Tomorrow"",""The Girl of Steel"",""The Maid of Might"",""The Princess of Power"",""Mighty Maid"",""Claire Connors"",""Bluebird""]"
Superman,644-superman,94,100,100,100,100,85,"[""6'3"",""191 cm""]","[""225 lb"",""101 kg""]",Blue,Black,Male,Kryptonian,Reporter for the Daily Planet and novelist,Clark Kent,Superman Prime One-Million,ACTION COMICS #1,"[""Clark Joseph Kent"",""The Man of Steel"",""the Man of Tomorrow"",""the Last Son of Krypton"",""Big Blue"",""the Metropolis Marvel"",""the Action Ace""]"
Swamp Thing,645-swamp-thing,88,95,25,100,100,55,"[""-"",""0 cm""]","[""- lb"",""0 kg""]",Red,No Hair,Male,God / Eternal,"Planet Elemental, former Biochemist",Alec Holland,No alter egos found.,"Swamp Thing #1 (November, 1972)","[""Green Man"",""Swampy"",""the Weed"",""Le Bon Gumbo"",""Smalsh-Yegger (on Rann)""]"
Swarm,646-swarm,75,18,50,90,38,35,"[""6'5"",""196 cm""]","[""104 lb"",""47 kg""]",Yellow,No Hair,Male,Mutant,Ph.D. in toxicology & entomology,Fritz von Meyer,No alter egos found.,"Champions #14 (July, 1977)","[""-""]"
Sylar,647-sylar,75,10,12,28,91,56,"[""-"",""0 cm""]","[""- lb"",""0 kg""]",-,-,Male,,Timepiece restorer,Gabriel Gray,No alter egos found.,-,"[""Gabriel Sylar"",""Drew O'Grady"",""Dr. Suresh"",""Zane Taylor"",""Isaac Mendez""]"
Synch,648-synch,75,67,23,28,74,56,"[""5'11"",""180 cm""]","[""165 lb"",""74 kg""]",Brown,Black,Male,,Student,Everett Thomas,No alter egos found.,X-Men #36 (1994),"[""-""]"
T-1000,649-t-1000,75,34,33,100,100,75,"[""6'0"",""183 cm""]","[""325 lb"",""146 kg""]",-,-,Male,Android,-,Cyberdyne Systems Series 1000 Terminator,No alter egos found.,Terminator 2: Judgment Day,"[""T-1001"",""T-1002""]"
T-800,650-t-800,75,34,17,60,73,65,"[""-"",""0 cm""]","[""390 lb"",""176 kg""]",Red,-,Male,Cyborg,Assassin,Cyberdyne Systems Series 800 Terminator Model 101,No alter egos found.,The Terminator (1984),"[""Terminator""]"
T-850,651-t-850,75,80,25,90,83,75,"[""-"",""0 cm""]","[""440 lb"",""198 kg""]",Red,-,Male,Cyborg,Assassin,Cyberdyne Systems Series 850 Terminator,No alter egos found.,Terminator 3: Rise of the Machines (2003),"[""Terminator""]"
T-X,652-t-x,75,63,29,85,100,80,"[""-"",""0 cm""]","[""330 lb"",""149 kg""]",-,-,Female,Cyborg,Assassin / Genesis Overseer,Cyberdyne Systems Series X Terminator,No alter egos found.,-,"[""-""]"
Taskmaster,653-taskmaster,75,12,50,20,63,100,"[""6'2"",""188 cm""]","[""220 lb"",""99 kg""]",Brown,Brown,Male,Human,"Sheriff, Assassin, Mercenary; formerly Military Trainer, Combat Instructor, Head of Initiative training camp",Tony Masters,No alter egos found.,Avengers #195,"[""-""]"
Tempest,654-tempest,38,10,45,28,66,60,"[""5'4"",""163 cm""]","[""121 lb"",""54 kg""]",Brown,Black,Female,,-,Angel Salvadore Bohusk,Angel Salvadore,"New X-Men #118 (November, 2001)","[""-""]"
Thanos,655-thanos,100,100,33,100,100,80,"[""6'7"",""201 cm""]","[""985 lb"",""443 kg""]",Red,No Hair,Male,Eternal,"Conqueror, worshiper of Death",Thanos,No alter egos found.,Iron Man #55,"[""The Mad Titan"",""Masterlord"",""The Overmaster"",""Chins""]"
The Cape,656-the-cape,38,10,23,32,22,64,"[""-"",""0 cm""]","[""- lb"",""0 kg""]",-,-,Male,,-,Vince Faraday,No alter egos found.,The Cape S01E01 (2011),"[""Cape""]"
The Comedian,657-the-comedian,63,14,17,10,12,80,"[""6'2"",""188 cm""]","[""225 lb"",""101 kg""]",Brown,Black,Male,Human,Former Adventurer; Government Agent,Edward Morgen Blake,No alter egos found.,"Watchmen #1 (September, 1986)","[""Eddie Blake""]"
Thing,658-thing,75,84,21,100,38,80,"[""6'0"",""183 cm""]","[""500 lb"",""225 kg""]",Blue,No Hair,Male,Human / Radiation,"Adventurer, former Air Force test pilot",Ben Grimm,No alter egos found.,"Fantastic Four #1 (November, 1961)","[""Blackbeard the Pirate"",""Grim Ben"",""Dr. Josiah Verpoorteen""]"
Thor,659-thor,69,100,83,100,100,100,"[""6'6"",""198 cm""]","[""640 lb"",""288 kg""]",Blue,Blond,Male,Asgardian,King of Asgard; formerly EMS Technician; Physician,Thor Odinson,Rune King Thor,"Journey into Mystery #83 (August, 1962)","[""Donald Blake"",""Sigurd Jarlson"",""Jake Olsen"",""Donar the Mighty""]"
Thor Girl,660-thor-girl,75,83,70,84,100,70,"[""5'9"",""175 cm""]","[""317 lb"",""143 kg""]",Blue,Blond,Female,Asgardian,-,Tarene,No alter egos found.,"Thor, Volume 2, #22; (as Thor Girl) Thor, Volume 2, #33","[""Asgard Lass"",""the Designate"",""the Destroyer"",""Hammerette"",""Hammer Girl"",""Hammer Lass"",""Tara Olson"",""Spirit of the Jewel"",""the Supreme"",""Thoreta"",""Thorita"",""Thor Lass""]"
Thunderbird,661-thunderbird,50,32,27,32,13,70,"[""6'1"",""185 cm""]","[""225 lb"",""101 kg""]",Brown,Black,Male,,"Former adventurer, student, Marine",John Proudstar,No alter egos found.,Giant-Size X-Men #1 (1975),"[""-""]"
Thunderstrike,664-thunderstrike,63,80,70,84,42,72,"[""6'6"",""198 cm""]","[""640 lb"",""288 kg""]",Blue,Blond,Male,,"(as Thunderstrike) Adventurer, crimefighter, (as Masterson) Architect",Eric Kevin Masterson,No alter egos found.,(as Masterson) Thor #391; (as Thor) Thor #432; (as Thunderstrike) Thunderstrike #1,"[""Thor""]"
Thundra,665-thundra,38,81,32,64,26,54,"[""7'2"",""218 cm""]","[""350 lb"",""158 kg""]",Green,Red,Female,,"Ruler, warrior",Thundra,No alter egos found.,"Fantastic Four #129 (December, 1972)","[""-""]"
Tiger Shark,666-tiger-shark,38,72,46,70,51,28,"[""6'1"",""185 cm""]","[""450 lb"",""203 kg""]",Grey,No Hair,Male,Human,-,Todd Arliss,No alter egos found.,"Sub-Mariner #5 (September, 1968)","[""Arlys Tigershark""]"
Tigra,667-tigra,63,32,53,38,33,90,"[""5'10"",""178 cm""]","[""180 lb"",""81 kg""]",Green,Auburn,Female,,"Laboratory assistant, model, adventurer, NYC police",Greer Grant Nelson,No alter egos found.,The Cat #1,"[""The Cat"",""Greer Sorenson""]"
Tinkerer,668-tinkerer,100,10,23,14,10,14,"[""5'4"",""163 cm""]","[""120 lb"",""54 kg""]",Brown,White,Male,,Inventor and technician serving the underworld,Phineas Mason,No alter egos found.,Amazing Spider-Man #2 (1963),"[""-""]"
Toad,670-toad,50,34,58,56,70,28,"[""5'9"",""175 cm""]","[""169 lb"",""76 kg""]",Black,Brown,Male,Mutant,Former criminal,Mortimer Toynbee,No alter egos found.,"X-Men #4 (March, 1964)","[""The Terrible Toad-King""]"
Toxin,671-toxin,56,73,70,84,82,70,"[""6'2"",""188 cm""]","[""215 lb"",""97 kg""]",Blue,Brown,Male,Symbiote,Police officer,Patrick Mulligan,No alter egos found.,Venom vs. Carnage #1 (2004),"[""Larry""]"
Toxin,672-toxin,75,80,42,85,97,70,"[""6'3"",""191 cm""]","[""260 lb"",""117 kg""]",Black,Blond,Male,Symbiote,"Vigilante; former symbiote hunter, shelter attendant, government operative, journalist for the Daily Globe",Eddie Brock,"Anti-Venom, Venom",Venom Vol 2 #17,"[""Eddie"",""Sister Edwina"",""\""Ed\"""",""Edwin Brock"",""Venom"",""Lethal Protector"",""998th"",""Anti-Venom"",""White Venom""]"
Triplicate Girl,676-triplicate-girl,63,10,23,42,44,42,"[""5'6"",""168 cm""]","[""130 lb"",""59 kg""]",Purple,Brown,Female,,-,Luornu Durgo,No alter egos found.,Teen Titans/Legion Special #1,"[""Duo Damsel"",""Una"",""Triad""]"
Triton,677-triton,56,63,50,65,35,55,"[""6'2"",""188 cm""]","[""190 lb"",""86 kg""]",Green,No Hair,Male,Inhuman,-,Triton,No alter egos found.,"Fantastic Four #45 (December, 1965)","[""-""]"
Two-Face,678-two-face,88,10,12,14,9,28,"[""6'0"",""183 cm""]","[""182 lb"",""82 kg""]",-,-,Male,,Reformed criminal; former district attorney,Harvey Dent,No alter egos found.,-,"[""Apollo""]"
Ultragirl,679-ultragirl,50,80,35,70,35,80,"[""5'6"",""168 cm""]","[""233 lb"",""105 kg""]",Blue,Blond,Female,,Model,Tsu-Zana,No alter egos found.,-,"[""Suzy Sherman"",""Ultra-Girl""]"
Ultron,680-ultron,88,83,42,100,100,64,"[""6'9"",""206 cm""]","[""735 lb"",""331 kg""]",Red,-,Male,Android,"Mass murderer, scientist, would-be world conqueror, ruler of Phalanx",Ultron,No alter egos found.,"Avengers #54 (July, 1968)","[""Crimson Cowl"",""Great Devil"",""Great Ultron"",""Iron Man"",""Mark"",""Omega"",""Ultimate Ultron"",""Ultron-5 (and hundreds of other sequential numerical designations)"",""Ultron Mark Twelve"",""Ho Yinsen""]"
Utgard-Loki,681-utgard-loki,50,80,23,84,85,64,"[""50'0"",""15.2 meters""]","[""128000 lb"",""58 tons""]",Blue,White,Male,Frost Giant,Monarch,,No alter egos found.,-,"[""-""]"
Vanisher,685-vanisher,63,10,75,56,61,42,"[""5'5"",""165 cm""]","[""175 lb"",""79 kg""]",Green,No Hair,Male,,"Professional criminal, former subversive",,No alter egos found.,X-Men (Vol 1) #2,"[""Telford Porter""]"
Vegeta,686-vegeta,81,100,92,95,100,100,"[""5'6"",""168 cm""]","[""163 lb"",""73 kg""]",-,Black,Male,Saiyan,-,Vegeta,No alter egos found.,Dragon Ball #17,"[""Prince Vegeta"",""The Saiyan Prince"",""The Prince of all Saiyans"",""Majin Vegeta"",""Bejiita"",""Bejiita no Ouji"",""Vejita"",""Vegita"",""Captain Vegeta"",""Vegeta-Sama"",""Makita (Hebrew dub)"",""Bezita (Malaysian dub)"",""Super Vegeta""]"
Venom,687-venom,75,57,65,84,86,84,"[""6'3"",""191 cm""]","[""260 lb"",""117 kg""]",Blue,Strawberry Blond,Male,Symbiote,"Vigilante; former journalist for the Daily Globe, government operative",Eddie Brock,"Anti-Venom, Toxin","(as alien costume) Secret Wars #8, (behind the scenes) Web of Spider-Man #18, (actual appearance) Amazing Spider-Man #300","[""-""]"
Venom II,688-venom-ii,50,57,47,70,54,56,"[""5'9"",""175 cm""]","[""110 lb"",""50 kg""]",Brown,Black,Male,,-,Angelo Fortunato,No alter egos found.,Marvel Knights Spider-Man #7 (2005),"[""-""]"
Venom III,689-venom-iii,63,73,35,90,73,56,"[""7'6"",""229 cm""]","[""742 lb"",""334 kg""]",Brown,Brown,Male,Symbiote,"Government operative; former professional criminal, private eye",MacDonald Gargan,Scorpion,(As Gargan) Amazing Spider-Man #19 (1964); (as Scorpion) Amazing Spider-Man #20 (1965); (as Venom) Marvel Knights: Spider-Man #10 (2005),"[""Scorpion""]"
Venompool,690-venompool,69,57,63,100,100,100,"[""7'5"",""226 cm""]","[""- lb"",""0 kg""]",-,-,Male,Symbiote,Conqueror; Adventurer,Wade Wilson,"Deadpool, Evil Deadpool","What If? Iron Man: Demon in an Armor #1 (February, 2011)","[""Deadpool""]"
Vibe,692-vibe,50,10,17,30,99,30,"[""5'10"",""178 cm""]","[""157 lb"",""71 kg""]",Brown,Black,Male,Human,-,Cisco Ramon,No alter egos found.,The New 52: FCBD Special Edition #1,"[""-""]"
Vindicator,693-vindicator,63,63,53,64,58,70,"[""5'5"",""165 cm""]","[""120 lb"",""54 kg""]",Green,Red,Female,Human,"former secretary, researcher",Heather Hudson,Vindicator II,"X-Men #139 (November, 1980)","[""Guardian""]"
Violet Parr,696-violet-parr,56,9,13,50,79,15,"[""4'6"",""137 cm""]","[""90 lb"",""41 kg""]",Violet,Black,Female,Human,-,Violet Parr,No alter egos found.,"The Incredibles (Movies, 2004)","[""Vi (nickname)"",""The Queen of the Unseen"",""Invisagirl (InvisaVi)""]"
Vision,697-vision,100,72,54,95,100,70,"[""6'3"",""191 cm""]","[""300 lb"",""135 kg""]",Gold,No Hair,Male,Android,-,Vision,"Anti-Vision, Vision II","Avengers Vol.1 #57, Young Avengers # 4","[""Victor Shade""]"
Vixen,699-vixen,50,38,50,50,62,25,"[""5'9"",""175 cm""]","[""140 lb"",""63 kg""]",Amber,Black,Female,Human,Former Model,Mari McCabe,No alter egos found.,"Action Comics #521 (July, 1981)","[""-""]"
Vulture,701-vulture,75,22,42,25,26,30,"[""5'11"",""180 cm""]","[""175 lb"",""79 kg""]",Brown,No Hair,Male,Human,Professional criminal; formerly electronics engineer,Adrian Toomes,No alter egos found.,Amazing Spider-Man #2,"[""-""]"
Walrus,702-walrus,50,28,8,50,11,20,"[""6'0"",""183 cm""]","[""360 lb"",""162 kg""]",Blue,Black,Male,Human,Cab driver,Hubert Carpent,No alter egos found.,"Defenders #131 (May, 1984)","[""-""]"
War Machine,703-war-machine,63,80,63,100,100,85,"[""6'1"",""185 cm""]","[""210 lb"",""95 kg""]",Brown,Brown,Male,Human,"Initiative instructor, adventurer, government agent; formerly: Sentinel Squad O*N*E combat instructor, soldier, pilot",James Rupert Rhodes,No alter egos found.,Iron Man #118 (1979),"[""Rhodey"",""Iron Man"",""Jim Rhodes""]"
Warlock,705-warlock,88,36,79,95,71,95,"[""6'2'"",""188 cm""]","[""240 lb"",""108 kg""]",Red,Blond,Male,,"Avenger, savior of worlds",Adam Warlock,No alter egos found.,Fantastic Four #66,"[""Him"",""(in an alternate future) the Magus""]"
Warp,706-warp,38,10,23,28,85,50,"[""5'8"",""173 cm""]","[""148 lb"",""67 kg""]",Brown,Black,Male,,-,Emil LaSalle,No alter egos found.,The New Teen Titans #14 (December 1981),"[""-""]"
Warpath,707-warpath,38,72,47,70,26,84,"[""7'2"",""218 cm""]","[""350 lb"",""158 kg""]",Brown,Black,Male,Mutant,Adventurer,James Proudstar,Thunderbird II,"New Mutants #16 (June, 1984)","[""Thunderbird""]"
Wasp,708-wasp,63,17,58,52,29,42,"[""5'4"",""163 cm""]","[""110 lb"",""50 kg""]",Blue,Auburn,Female,Human,"Adventurer, fashion designer, independently wealthy socialite",Janet Van Dyne,No alter egos found.,TALES TO ASTONISH #44,"[""Pixie""]"
Watcher,709-watcher,100,80,67,89,100,56,"[""-"",""0 cm""]","[""- lb"",""0 kg""]",-,-,Male,,-,Uatu,No alter egos found.,"Fantastic Four #13 (April, 1963)","[""-""]"
White Canary,711-white-canary,63,7,33,15,49,90,"[""-"",""0 cm""]","[""- lb"",""0 kg""]",Brown,Black,Female,Human,-,,No alter egos found.,Birds of Prey #1,"[""Silk Sister"",""Sara Lance""]"
Wildfire,713-wildfire,50,32,23,100,77,42,"[""-"",""0 cm""]","[""- lb"",""0 kg""]",-,-,Male,,-,Drake Burroughs,No alter egos found.,-,"[""ERG-1"",""Atom'x"",""Randall Burroughs"",""Jahr-Drake Nigle""]"
Winter Soldier,714-winter-soldier,56,32,35,65,60,84,"[""5'9"",""175 cm""]","[""260 lb"",""117 kg""]",Brown,Brown,Male,Human,"Adventurer; former SHIELD operative, Assassin (See Note under ""Winter Soldier"" article), Army Mascot, Student",Bucky Barnes,No alter egos found.,"Captain America Vol 5 #1 (January, 2005) (as Winter Soldier)","[""Bucky"",""Captain America""]"
Wolfsbane,716-wolfsbane,38,16,35,42,26,42,"[""12'"",""366 cm""]","[""1050 lb"",""473 kg""]",Green,Auburn,Female,,Teacher,Rahne Sinclair,No alter egos found.,Marvel Graphic Novel #4: New Mutants,"[""Grimfang"",""Mutate #490""]"
Wolverine,717-wolverine,63,32,50,100,89,100,"[""5'3"",""160 cm""]","[""300 lb"",""135 kg""]",Blue,Black,Male,Mutant,"Adventurer, instructor, former bartender, bouncer, spy, government operative, mercenary, soldier, sailor, miner",Logan,No alter egos found.,Incredible Hulk Vol. 2 #180,"[""Weapon X"",""Weapon Ten"",""Death"",""Mutate 9601"",""Jim Logan"",""Emilio Garra"",""Weapon Chi"",""Experiment X"",""Agent Ten"",""Peter Richards"",""Mai kethLogan"",""Mr. Patch""]"
Wonder Girl,718-wonder-girl,75,90,25,80,39,60,"[""5'5"",""165 cm""]","[""114 lb"",""51 kg""]",Blue,Blond,Female,Demi-God,-,Cassandra Elizabeth Sandsmark,No alter egos found.,Wonder Woman (vol. 2) #105 (January 1996),"[""Cassandra Sandsmark"",""Cassie"",""Helen Troy"",""Wonder Woman"",""Cassie Sandsmark""]"
Wonder Man,719-wonder-man,75,100,53,90,64,64,"[""6'2"",""188 cm""]","[""380 lb"",""171 kg""]",Red,Black,Male,,"Former industrialist, now stuntman, actor, adventurer",Simon Williams,No alter egos found.,AVENGERS #9,"[""Wondie"",""JQ-272712-K""]"
Wonder Woman,720-wonder-woman,88,100,79,100,100,100,"[""6'0"",""183 cm""]","[""165 lb"",""74 kg""]",Blue,Black,Female,Amazon,"Adventurer, Emissary to the world of Man, Protector of Paradise Island; former Goddess of Truth",Diana Prince,No alter egos found.,"All-Star Comics #8 (December, 1941)","[""Princess Diana"",""Princess of the Amazons"",""Goddess of Truth"","" Wondy"",""Wonder Girl"",""The Amazon Princess""]"
Wyatt Wingfoot,722-wyatt-wingfoot,10,10,12,1,1,56,"[""6'5'"",""196 cm""]","[""260 lb"",""117 kg""]",Brown,Black,Male,,Occasional adventurer,Wyatt Wingfoot,No alter egos found.,FANTASTIC FOUR #50,"[""-""]"
X-23,723-x-23,75,24,42,100,55,95,"[""5'1"",""155 cm""]","[""110 lb"",""50 kg""]",Green,Black,Female,Mutant / Clone,"Adventurer, Student, former; Assassin, Prostitute",Laura Kinney,No alter egos found.,NYX #3,"[""Laura Logan"",""Laura Howlett"",""Laura X"",""Talon"",""Wolverine"",""X23""]"
X-Man,724-x-man,88,53,53,95,100,84,"[""5'9"",""175 cm""]","[""135 lb"",""61 kg""]",Blue,Brown,Male,,"Former shaman, adventurer, freedom fighter",Nate Grey,No alter egos found.,X-Man #1 (1995),"[""Nate the Great""]"
Yellowjacket,726-yellowjacket,88,10,12,28,12,14,"[""6'"",""183 cm""]","[""185 lb"",""83 kg""]",Blue,Blond,Male,Human,"Adventurer, Biochemist, former manager of Avengers Compound",Hank Pym,"Ant-Man, Giant-Man, Goliath, Wasp II","(as Pym) TALES TO ASTONISH #27, (as Ant-Man) TALES TO ASTONISH #35, (as Giant-Man) TALES TO ASTONISH #49, (as Goliath) AVENGERS #28, (as Yellowjacket) AVENGERS #59","[""Hank Pym""]"
Yellowjacket II,727-yellowjacket-ii,50,10,35,28,31,28,"[""5'5"",""165 cm""]","[""115 lb"",""52 kg""]",Blue,Strawberry Blond,Female,Human,"Adventurer; former criminal, electronics engineer",Rita DeMara,No alter egos found.,Avengers #264,"[""-""]"
Ymir,728-ymir,50,100,27,100,98,28,"[""1000"",""304.8 meters""]","[""- lb"",""0 kg""]",White,No Hair,Male,Frost Giant,-,Ymir,No alter egos found.,JOURNEY INTO MYSTERY #97,"[""Aurgelmir""]"
Yoda,729-yoda,88,52,33,25,100,90,"[""2'2"",""66 cm""]","[""38 lb"",""17 kg""]",Brown,White,Male,Yoda's species,-,Yoda,No alter egos found.,Star Wars: Episode V - The Empire Strikes Back (1980),"[""-""]"
Zatanna,730-zatanna,81,10,23,28,100,56,"[""5'7"",""170 cm""]","[""127 lb"",""57 kg""]",Blue,Black,Female,Human,-,Zatanna Zatara,No alter egos found.,Hawkman #4,"[""-""]"
Zoom,731-zoom,50,10,100,28,100,28,"[""6'1"",""185 cm""]","[""181 lb"",""81 kg""]",Red,Brown,Male,,-,Hunter Zolomon,No alter egos found.,Flash Secret Files #3,"[""-""]"
